Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,46-50,Current Employees,R&D,Life Sciences,E0600,600,Male,HR Manager,Divorced,No,Yes,5,46,Yes,1347,15,1,1,4,32,2,1,4,8412,25609,3,10,4,1,80,2,3,1,2,3,0,7
Yes,Travel_Rarely,46-50,Current Employees,Sales,Life Sciences,E0601,601,Female,Sales Executive,Divorced,Yes,Yes,5,34,No,1146,23,3,1,4,32,3,2,1,7363,21370,5,13,3,2,80,3,14,2,2,8,1,1
Yes,Travel_Frequently,31-35,Current Employees,Sales,Medical,E0602,602,Male,HR Manager,Married,Yes,Yes,4,43,No,1498,26,5,1,4,34,1,5,1,5643,20930,1,7,4,4,80,3,4,2,5,10,3,10
No,Travel_Rarely,46-50,Current Employees,Sales,Life Sciences,E0603,603,Female,Research Scientist,Single,Yes,Yes,1,48,No,1197,7,5,1,1,43,1,4,3,8262,26239,2,8,2,1,80,2,6,3,4,2,3,5
No,Travel_Frequently,41-45,Ex-Employees,Sales,Life Sciences,E0604,604,Male,Sales Executive,Single,No,Yes,3,45,Yes,1211,1,4,1,4,43,2,3,2,6735,27106,3,19,1,4,80,0,2,1,3,8,4,1
No,Travel_Frequently,41-45,Ex-Employees,R&D,Medical,E0605,605,Female,Research Scientist,Single,No,Yes,1,44,No,1049,28,1,1,1,33,4,5,3,9373,27112,4,8,3,2,80,0,16,4,9,5,2,7
No,Travel_Rarely,26-30,Ex-Employees,HR,Life Sciences,E0606,606,Female,Research Scientist,Divorced,No,Yes,1,28,No,1001,2,5,1,1,38,1,3,4,8074,20075,3,11,2,2,80,3,6,3,6,9,4,8
Yes,Travel_Rarely,36-40,Current Employees,HR,Life Sciences,E0607,607,Female,HR Manager,Single,No,Yes,1,34,No,1143,25,2,1,2,45,3,5,1,9686,26893,5,6,3,2,80,0,14,4,10,9,0,7
Yes,Travel_Frequently,36-40,Ex-Employees,HR,Medical,E0608,608,Female,HR Manager,Divorced,Yes,Yes,4,49,Yes,1336,20,5,1,3,24,1,3,1,8090,22787,2,15,1,2,80,0,6,3,7,1,2,1
No,Travel_Rarely,31-35,Current Employees,Sales,Life Sciences,E0609,609,Female,HR Manager,Single,Yes,Yes,1,48,No,1397,20,5,1,2,25,3,4,1,5303,28777,3,8,2,3,80,3,19,1,5,6,2,4
Yes,Travel_Frequently,36-40,Current Employees,R&D,Life Sciences,E0610,610,Female,Sales Executive,Married,Yes,Yes,1,35,Yes,1328,30,5,1,1,50,3,3,4,3001,24921,4,13,2,1,80,1,16,1,4,7,4,5
No,Travel_Rarely,31-35,Ex-Employees,HR,Life Sciences,E0611,611,Male,Research Scientist,Single,Yes,Yes,3,39,No,1298,6,5,1,3,28,2,2,2,3933,21978,1,11,1,2,80,3,2,2,3,3,5,2
No,Travel_Frequently,26-30,Ex-Employees,R&D,Other,E0612,612,Male,Sales Executive,Single,No,Yes,4,50,Yes,1101,2,5,1,1,26,3,1,4,6151,28167,4,6,2,3,80,0,3,1,2,6,5,1
No,Travel_Frequently,41-45,Current Employees,R&D,Life Sciences,E0613,613,Male,HR Manager,Married,No,Yes,5,41,No,1243,22,2,1,3,22,3,1,3,8802,29151,2,11,1,3,80,0,11,3,6,9,1,7
No,Travel_Frequently,41-45,Current Employees,Sales,Life Sciences,E0614,614,Female,HR Manager,Divorced,No,Yes,2,40,Yes,1260,9,3,1,1,21,4,4,4,9502,24587,2,19,3,2,80,1,2,3,10,4,0,6
Yes,Travel_Frequently,31-35,Current Employees,Sales,Life Sciences,E0615,615,Female,HR Manager,Single,No,Yes,1,50,No,1030,5,3,1,4,22,1,1,2,4906,27310,5,10,4,4,80,0,19,3,5,7,2,6
Yes,Travel_Frequently,46-50,Ex-Employees,R&D,Other,E0616,616,Female,Research Scientist,Single,Yes,Yes,1,34,Yes,1422,6,3,1,2,35,2,3,4,4323,22183,5,5,2,4,80,3,16,2,7,3,3,4
No,Travel_Frequently,26-30,Current Employees,R&D,Medical,E0617,617,Female,Research Scientist,Married,No,Yes,3,48,Yes,1120,20,2,1,1,22,2,2,1,3185,28143,5,7,1,4,80,1,16,3,3,1,4,10
Yes,Travel_Frequently,41-45,Current Employees,R&D,Medical,E0618,618,Female,HR Manager,Married,No,Yes,5,42,Yes,1454,7,1,1,1,20,2,1,2,6104,25283,1,10,2,4,80,0,1,4,9,5,0,4
Yes,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0619,619,Female,Research Scientist,Divorced,Yes,Yes,2,32,No,1371,26,1,1,3,23,1,4,2,8613,29270,3,14,3,3,80,0,20,1,4,4,0,2
No,Travel_Rarely,26-30,Current Employees,R&D,Medical,E0620,620,Male,Research Scientist,Married,Yes,Yes,3,50,No,1433,26,5,1,3,46,3,5,3,8023,24509,3,20,4,3,80,1,5,1,3,7,2,9
No,Travel_Rarely,31-35,Current Employees,R&D,Life Sciences,E0621,621,Female,Sales Executive,Single,Yes,Yes,2,43,No,1427,23,2,1,4,40,2,4,3,6923,24370,4,10,4,3,80,2,9,2,2,7,1,7
No,Travel_Frequently,46-50,Current Employees,Sales,Other,E0622,622,Female,Sales Executive,Single,No,Yes,3,44,No,1345,6,4,1,1,30,2,1,3,4999,28937,5,11,2,1,80,0,3,3,5,6,0,6
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Medical,E0623,623,Female,HR Manager,Divorced,Yes,Yes,3,31,No,1126,29,5,1,1,45,3,4,1,4898,29419,1,17,4,4,80,1,2,3,5,3,4,3
Yes,Travel_Rarely,26-30,Current Employees,R&D,Other,E0624,624,Male,HR Manager,Married,Yes,Yes,4,27,No,1416,7,4,1,1,47,3,4,3,3009,29376,4,8,3,3,80,1,4,3,3,8,3,5
Yes,Travel_Rarely,36-40,Current Employees,HR,Medical,E0625,625,Female,Research Scientist,Divorced,Yes,Yes,3,35,Yes,1223,21,5,1,4,23,1,5,1,7349,25428,4,9,2,2,80,3,13,1,5,8,3,3
No,Travel_Rarely,31-35,Ex-Employees,HR,Other,E0626,626,Male,Sales Executive,Married,No,Yes,5,39,No,1298,24,1,1,1,41,1,2,4,4576,28818,1,18,2,1,80,1,8,2,1,3,5,8
No,Travel_Frequently,36-40,Ex-Employees,HR,Other,E0627,627,Male,Sales Executive,Single,Yes,Yes,4,40,No,1317,26,4,1,4,43,4,1,1,5267,29194,4,13,1,1,80,3,17,1,6,8,4,6
Yes,Travel_Frequently,26-30,Ex-Employees,Sales,Life Sciences,E0628,628,Male,HR Manager,Single,No,Yes,2,27,No,1117,18,5,1,4,24,3,3,4,6971,28678,4,12,3,2,80,2,8,4,3,4,5,8
No,Travel_Rarely,36-40,Current Employees,R&D,Life Sciences,E0629,629,Female,Sales Executive,Divorced,Yes,Yes,4,50,No,1321,24,1,1,1,49,3,1,3,7028,27852,2,7,2,2,80,1,11,2,1,5,3,7
Yes,Travel_Frequently,41-45,Ex-Employees,Sales,Medical,E0630,630,Male,Research Scientist,Married,Yes,Yes,2,31,No,1475,14,3,1,1,46,3,5,2,4371,27652,2,6,2,4,80,2,18,4,3,8,4,7
Yes,Travel_Frequently,36-40,Ex-Employees,R&D,Other,E0631,631,Female,Sales Executive,Single,No,Yes,2,50,Yes,1448,19,3,1,4,26,1,2,1,6859,28917,3,11,2,3,80,3,6,2,3,9,1,2
Yes,Travel_Frequently,46-50,Ex-Employees,Sales,Medical,E0632,632,Male,Sales Executive,Single,Yes,Yes,2,50,No,1444,1,4,1,2,41,1,3,4,9261,21619,4,20,2,3,80,3,2,3,10,10,5,8
No,Travel_Frequently,46-50,Current Employees,Sales,Life Sciences,E0633,633,Male,HR Manager,Married,Yes,Yes,3,43,Yes,1256,21,4,1,3,45,1,5,1,3041,27194,4,20,4,3,80,1,11,2,7,2,1,2
No,Travel_Frequently,26-30,Current Employees,Sales,Other,E0634,634,Female,Sales Executive,Divorced,Yes,Yes,5,33,Yes,1399,29,4,1,3,34,3,3,1,6051,24927,4,12,1,2,80,2,16,1,5,3,1,5
Yes,Travel_Rarely,46-50,Current Employees,Sales,Life Sciences,E0635,635,Female,HR Manager,Divorced,No,Yes,4,31,Yes,1128,29,2,1,1,41,4,4,2,3819,22855,1,10,1,3,80,3,19,4,7,10,2,4
No,Travel_Frequently,36-40,Current Employees,HR,Medical,E0636,636,Female,HR Manager,Divorced,No,Yes,2,32,Yes,1226,18,4,1,3,34,3,2,1,9339,24670,2,14,2,4,80,0,3,1,8,7,3,10
Yes,Travel_Rarely,41-45,Ex-Employees,Sales,Other,E0637,637,Male,Sales Executive,Divorced,No,Yes,5,37,No,1487,6,5,1,1,37,3,4,2,8773,25630,5,5,2,2,80,2,19,3,3,8,5,7
No,Travel_Frequently,26-30,Ex-Employees,Sales,Life Sciences,E0638,638,Female,HR Manager,Divorced,No,Yes,2,40,Yes,1282,7,3,1,3,50,4,3,2,9801,26201,3,15,1,2,80,0,6,1,10,10,1,4
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Other,E0639,639,Female,Research Scientist,Single,No,Yes,2,50,No,1225,20,1,1,4,47,4,4,1,7872,21817,1,5,2,1,80,1,18,3,10,6,4,7
Yes,Travel_Rarely,41-45,Current Employees,R&D,Other,E0640,640,Male,HR Manager,Married,No,Yes,1,34,No,1241,1,5,1,2,39,3,1,2,3186,29376,4,16,3,1,80,0,17,4,9,4,3,2
No,Travel_Frequently,31-35,Ex-Employees,HR,Medical,E0641,641,Female,HR Manager,Divorced,Yes,Yes,2,49,No,1129,6,2,1,3,32,3,5,2,7605,24844,5,7,4,2,80,1,13,3,9,7,4,10
Yes,Travel_Rarely,26-30,Current Employees,Sales,Life Sciences,E0642,642,Male,Sales Executive,Single,No,Yes,1,31,No,1060,18,3,1,3,33,2,4,2,7996,22065,1,16,3,1,80,1,12,4,10,6,4,6
Yes,Travel_Frequently,31-35,Ex-Employees,R&D,Other,E0643,643,Male,Sales Executive,Divorced,No,Yes,1,28,No,1223,17,1,1,1,22,1,4,1,4348,22098,5,10,3,3,80,3,12,3,8,5,4,6
Yes,Travel_Rarely,41-45,Current Employees,Sales,Medical,E0644,644,Female,HR Manager,Divorced,Yes,Yes,2,46,Yes,1410,22,3,1,4,20,3,2,2,4956,28959,4,5,4,2,80,0,19,4,10,2,3,9
Yes,Travel_Rarely,46-50,Current Employees,Sales,Life Sciences,E0645,645,Male,HR Manager,Single,No,Yes,5,50,Yes,1125,10,1,1,3,20,4,2,4,7145,22035,3,10,4,2,80,2,7,1,10,6,5,9
Yes,Travel_Frequently,26-30,Current Employees,Sales,Medical,E0646,646,Female,HR Manager,Divorced,No,Yes,5,41,Yes,1419,21,5,1,2,49,3,4,4,3447,24364,3,6,3,2,80,1,3,1,7,10,0,2
No,Travel_Rarely,46-50,Ex-Employees,R&D,Life Sciences,E0647,647,Female,Research Scientist,Married,Yes,Yes,3,41,No,1170,12,4,1,3,42,1,4,3,9743,21036,2,14,2,3,80,2,20,3,5,8,1,6
No,Travel_Frequently,46-50,Ex-Employees,R&D,Other,E0648,648,Male,Sales Executive,Divorced,Yes,Yes,1,34,No,1091,3,4,1,3,43,4,2,4,4145,27809,3,6,4,1,80,1,10,3,7,9,0,1
No,Travel_Rarely,46-50,Current Employees,Sales,Medical,E0649,649,Female,Research Scientist,Single,Yes,Yes,5,35,No,1212,2,5,1,4,26,2,1,2,8333,23890,4,16,3,2,80,0,1,3,2,2,3,3
No,Travel_Frequently,41-45,Current Employees,Sales,Life Sciences,E0650,650,Female,Sales Executive,Married,No,Yes,5,44,No,1444,2,4,1,3,30,2,2,2,8372,23813,3,13,1,2,80,2,13,2,3,6,3,9
No,Travel_Rarely,36-40,Ex-Employees,Sales,Medical,E0651,651,Female,Sales Executive,Single,Yes,Yes,3,34,No,1275,8,5,1,2,43,2,5,4,4051,28504,5,9,3,4,80,3,12,4,3,3,5,5
No,Travel_Rarely,46-50,Ex-Employees,R&D,Other,E0652,652,Male,Research Scientist,Divorced,No,Yes,1,41,No,1211,23,1,1,2,36,2,4,2,4573,27552,2,16,2,4,80,3,19,1,10,4,5,8
No,Travel_Frequently,36-40,Current Employees,Sales,Other,E0653,653,Male,Research Scientist,Married,Yes,Yes,2,31,No,1393,21,5,1,2,42,1,3,2,3457,29990,4,16,4,3,80,2,4,2,2,3,5,1
No,Travel_Frequently,26-30,Current Employees,HR,Life Sciences,E0654,654,Female,Sales Executive,Single,Yes,Yes,1,32,No,1124,11,2,1,2,42,2,5,4,7460,26922,3,6,2,2,80,2,12,2,8,10,2,2
Yes,Travel_Rarely,31-35,Current Employees,Sales,Life Sciences,E0655,655,Female,Sales Executive,Divorced,Yes,Yes,4,42,No,1453,13,3,1,1,42,4,2,1,5105,27151,4,14,3,2,80,1,15,1,2,7,3,2
Yes,Travel_Frequently,46-50,Current Employees,HR,Life Sciences,E0656,656,Female,Research Scientist,Single,No,Yes,5,31,No,1303,10,1,1,4,31,4,5,1,5731,29417,3,6,1,4,80,2,5,2,10,9,4,9
Yes,Travel_Rarely,36-40,Ex-Employees,R&D,Other,E0657,657,Female,Research Scientist,Divorced,No,Yes,3,38,Yes,1446,5,4,1,1,20,4,1,4,6200,25880,1,18,2,4,80,2,12,1,9,7,4,6
Yes,Travel_Rarely,26-30,Current Employees,Sales,Medical,E0658,658,Male,Sales Executive,Married,Yes,Yes,1,48,No,1386,14,5,1,1,21,4,4,4,8402,25687,4,17,2,2,80,0,5,1,5,4,3,7
No,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0659,659,Female,Research Scientist,Divorced,No,Yes,3,47,Yes,1479,24,1,1,1,49,1,5,2,8831,21910,1,11,2,4,80,0,14,2,7,5,4,2
No,Travel_Frequently,26-30,Current Employees,HR,Medical,E0660,660,Female,HR Manager,Married,No,Yes,4,30,Yes,1395,24,3,1,3,40,3,4,2,9932,25350,3,9,4,3,80,0,2,3,6,2,4,5
No,Travel_Frequently,41-45,Ex-Employees,R&D,Other,E0661,661,Male,Sales Executive,Single,Yes,Yes,2,40,Yes,1369,17,2,1,1,40,2,2,3,8120,24443,1,8,4,2,80,2,7,1,7,6,3,9
No,Travel_Frequently,31-35,Ex-Employees,R&D,Medical,E0662,662,Female,Research Scientist,Married,Yes,Yes,2,48,Yes,1273,9,4,1,4,33,2,3,3,4562,21401,4,14,1,1,80,1,4,1,9,5,5,2
Yes,Travel_Rarely,31-35,Current Employees,R&D,Life Sciences,E0663,663,Female,HR Manager,Single,No,Yes,5,39,No,1196,24,1,1,3,50,4,3,3,3339,23453,1,6,3,4,80,0,9,3,8,7,5,5
No,Travel_Rarely,36-40,Current Employees,Sales,Life Sciences,E0664,664,Female,Sales Executive,Divorced,No,Yes,1,43,Yes,1463,17,4,1,3,26,4,5,2,8765,26054,1,16,1,4,80,3,12,4,8,4,0,2
Yes,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0665,665,Male,Sales Executive,Divorced,Yes,Yes,4,41,No,1441,3,1,1,1,25,2,3,4,5275,25070,3,14,4,1,80,3,5,1,3,3,1,5
Yes,Travel_Frequently,41-45,Ex-Employees,HR,Other,E0666,666,Male,Research Scientist,Married,Yes,Yes,1,42,Yes,1385,14,2,1,4,50,1,5,4,7165,26730,1,20,3,2,80,3,19,1,10,7,2,1
No,Travel_Rarely,31-35,Ex-Employees,Sales,Other,E0667,667,Male,HR Manager,Divorced,Yes,Yes,1,34,No,1384,9,1,1,4,36,2,3,1,3876,27154,3,5,3,4,80,3,3,1,3,10,3,9
No,Travel_Frequently,26-30,Current Employees,HR,Other,E0668,668,Female,Research Scientist,Single,No,Yes,3,39,Yes,1003,4,3,1,4,22,1,2,4,9114,26005,1,5,4,2,80,3,12,1,7,7,0,2
No,Travel_Frequently,26-30,Ex-Employees,HR,Medical,E0669,669,Male,Research Scientist,Divorced,Yes,Yes,5,47,Yes,1056,27,4,1,4,25,3,1,2,3486,25404,3,20,4,3,80,2,16,4,3,4,2,10
Yes,Travel_Frequently,36-40,Current Employees,Sales,Life Sciences,E0670,670,Female,HR Manager,Divorced,Yes,Yes,5,42,No,1322,29,5,1,4,26,3,2,1,5836,23924,2,16,2,4,80,0,15,3,9,9,1,10
No,Travel_Frequently,31-35,Ex-Employees,R&D,Other,E0671,671,Female,Research Scientist,Single,Yes,Yes,1,28,No,1198,29,1,1,2,40,3,5,4,5965,26132,1,20,2,4,80,0,10,2,5,4,5,3
No,Travel_Frequently,31-35,Current Employees,R&D,Other,E0672,672,Male,Sales Executive,Married,No,Yes,1,35,Yes,1192,23,1,1,1,33,3,2,2,7060,21437,5,11,1,2,80,1,9,4,1,6,0,3
No,Travel_Rarely,46-50,Current Employees,R&D,Life Sciences,E0673,673,Female,HR Manager,Divorced,No,Yes,4,35,Yes,1322,24,3,1,2,22,4,4,4,8396,23194,5,20,2,3,80,2,4,3,7,7,4,5
Yes,Travel_Rarely,36-40,Current Employees,R&D,Life Sciences,E0674,674,Female,Research Scientist,Divorced,No,Yes,1,36,No,1462,6,1,1,3,39,4,4,2,9648,27729,2,13,3,2,80,0,1,1,7,5,4,8
No,Travel_Rarely,31-35,Ex-Employees,R&D,Life Sciences,E0675,675,Female,Research Scientist,Divorced,No,Yes,5,32,No,1118,4,3,1,3,30,1,2,4,7396,26723,2,8,4,3,80,1,10,1,5,4,0,2
No,Travel_Rarely,46-50,Current Employees,HR,Medical,E0676,676,Female,Research Scientist,Divorced,No,Yes,3,29,No,1034,25,1,1,3,41,1,5,3,4389,24527,1,18,2,2,80,1,19,3,5,5,5,4
No,Travel_Frequently,41-45,Current Employees,HR,Medical,E0677,677,Female,Sales Executive,Divorced,Yes,Yes,4,50,No,1492,29,5,1,1,50,1,5,2,7996,25398,3,8,4,3,80,3,5,1,1,9,1,6
No,Travel_Frequently,46-50,Current Employees,Sales,Other,E0678,678,Male,Sales Executive,Married,No,Yes,3,50,No,1351,13,1,1,4,30,1,3,3,7957,26620,4,14,4,1,80,0,7,3,8,1,3,5
No,Travel_Frequently,31-35,Ex-Employees,R&D,Medical,E0679,679,Female,HR Manager,Married,No,Yes,1,40,No,1376,5,3,1,1,21,4,3,3,8696,21004,3,16,2,3,80,1,11,3,3,4,0,9
Yes,Travel_Rarely,26-30,Current Employees,R&D,Other,E0680,680,Female,HR Manager,Single,Yes,Yes,4,47,No,1316,27,3,1,2,26,4,1,2,4590,24625,4,10,2,3,80,3,11,3,2,2,5,4
Yes,Travel_Rarely,36-40,Ex-Employees,R&D,Life Sciences,E0681,681,Female,Sales Executive,Married,Yes,Yes,3,30,No,1127,21,5,1,2,48,3,3,3,6710,20198,5,15,3,3,80,2,1,1,9,5,3,9
No,Travel_Frequently,41-45,Current Employees,HR,Medical,E0682,682,Male,HR Manager,Single,No,Yes,4,43,No,1030,4,5,1,2,32,3,4,2,4060,24175,4,5,4,4,80,1,19,4,5,10,3,8
Yes,Travel_Rarely,26-30,Current Employees,Sales,Other,E0683,683,Male,Sales Executive,Married,Yes,Yes,2,39,Yes,1477,24,5,1,1,36,2,4,3,5897,25651,4,6,4,2,80,0,8,4,4,9,4,4
Yes,Travel_Rarely,36-40,Ex-Employees,R&D,Other,E0684,684,Male,Sales Executive,Single,No,Yes,2,46,No,1382,30,1,1,3,47,4,5,3,4953,24186,3,5,2,1,80,1,4,1,6,1,0,3
Yes,Travel_Rarely,41-45,Ex-Employees,Sales,Medical,E0685,685,Male,Research Scientist,Single,Yes,Yes,5,36,No,1273,3,4,1,2,38,1,3,1,7291,29559,4,14,2,3,80,1,20,2,9,9,1,8
No,Travel_Frequently,41-45,Current Employees,HR,Other,E0686,686,Male,HR Manager,Divorced,No,Yes,4,38,Yes,1324,11,5,1,2,31,1,3,3,9336,28043,5,14,2,3,80,0,14,1,10,4,1,9
Yes,Travel_Rarely,31-35,Current Employees,R&D,Life Sciences,E0687,687,Male,Research Scientist,Single,Yes,Yes,4,49,No,1192,5,4,1,3,30,4,1,1,3680,22875,1,20,2,3,80,2,9,2,4,9,3,10
No,Travel_Frequently,46-50,Current Employees,HR,Other,E0688,688,Female,Sales Executive,Divorced,Yes,Yes,5,36,Yes,1252,30,5,1,2,40,2,2,1,3846,23535,5,14,2,3,80,0,11,2,10,1,5,4
Yes,Travel_Rarely,26-30,Ex-Employees,R&D,Life Sciences,E0689,689,Female,HR Manager,Single,No,Yes,2,43,Yes,1195,18,5,1,3,41,2,3,2,4798,25813,4,11,4,4,80,0,11,1,5,10,3,1
No,Travel_Frequently,46-50,Ex-Employees,Sales,Medical,E0690,690,Male,Research Scientist,Single,Yes,Yes,4,33,No,1439,4,2,1,1,32,2,3,2,4814,23501,5,14,4,2,80,0,8,4,6,3,5,2
Yes,Travel_Rarely,31-35,Ex-Employees,R&D,Medical,E0691,691,Female,Sales Executive,Divorced,Yes,Yes,5,50,Yes,1187,4,2,1,3,35,3,1,3,9597,25292,2,19,4,4,80,0,3,4,4,4,2,4
No,Travel_Rarely,31-35,Current Employees,R&D,Other,E0692,692,Female,Sales Executive,Married,No,Yes,5,48,Yes,1101,20,5,1,4,36,3,2,3,5334,27390,2,16,3,3,80,3,1,3,5,3,5,3
No,Travel_Frequently,26-30,Ex-Employees,HR,Medical,E0693,693,Female,Research Scientist,Married,No,Yes,4,33,No,1215,19,2,1,4,25,3,2,4,4107,29728,1,13,1,2,80,0,13,4,1,4,2,5
Yes,Travel_Frequently,41-45,Ex-Employees,Sales,Medical,E0694,694,Female,Research Scientist,Married,Yes,Yes,2,47,Yes,1259,19,2,1,3,34,4,3,2,5151,29935,4,9,2,1,80,2,13,4,2,3,1,8
No,Travel_Frequently,36-40,Current Employees,Sales,Life Sciences,E0695,695,Male,Research Scientist,Divorced,No,Yes,3,44,Yes,1359,27,3,1,3,43,3,3,3,7410,21372,1,16,2,2,80,1,11,4,6,3,0,7
Yes,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0696,696,Female,HR Manager,Divorced,No,Yes,2,32,Yes,1262,27,2,1,3,40,2,5,2,3345,20391,2,11,2,4,80,2,17,3,8,1,4,2
Yes,Travel_Frequently,46-50,Ex-Employees,HR,Medical,E0697,697,Male,HR Manager,Married,No,Yes,4,49,No,1201,11,4,1,3,35,2,3,2,8345,22269,3,9,1,1,80,1,7,3,3,2,0,8
Yes,Travel_Rarely,26-30,Current Employees,R&D,Medical,E0698,698,Male,Research Scientist,Divorced,Yes,Yes,4,27,No,1272,2,5,1,2,36,3,1,4,5031,21805,3,17,3,2,80,1,2,2,5,1,4,3
No,Travel_Frequently,31-35,Ex-Employees,HR,Other,E0699,699,Female,Research Scientist,Divorced,No,Yes,4,34,No,1120,8,5,1,4,39,3,5,2,7245,27514,3,16,2,1,80,0,17,3,4,5,0,5
Yes,Travel_Rarely,41-45,Current Employees,R&D,Life Sciences,E0700,700,Male,Sales Executive,Married,Yes,Yes,2,30,No,1275,20,4,1,3,32,1,3,2,5347,22787,2,18,4,1,80,3,6,1,2,4,4,10
No,Travel_Rarely,26-30,Ex-Employees,R&D,Medical,E0701,701,Female,HR Manager,Married,Yes,Yes,3,42,Yes,1083,20,1,1,1,20,1,5,2,7414,29825,1,8,2,1,80,0,19,2,9,3,5,1
Yes,Travel_Rarely,36-40,Ex-Employees,HR,Other,E0702,702,Male,Research Scientist,Married,Yes,Yes,3,45,Yes,1276,5,5,1,4,45,4,1,2,6918,22990,1,10,2,2,80,0,3,2,10,7,5,1
No,Travel_Frequently,31-35,Ex-Employees,R&D,Life Sciences,E0703,703,Female,HR Manager,Married,Yes,Yes,5,40,No,1233,15,1,1,3,27,3,3,4,7274,24617,5,17,2,2,80,0,14,3,4,5,4,7
No,Travel_Rarely,41-45,Ex-Employees,Sales,Other,E0704,704,Female,HR Manager,Married,No,Yes,5,50,Yes,1321,12,2,1,3,24,4,5,2,3577,27845,4,7,4,3,80,3,19,3,7,2,0,8
Yes,Travel_Frequently,31-35,Current Employees,Sales,Medical,E0705,705,Male,HR Manager,Married,No,Yes,1,47,Yes,1286,6,2,1,4,28,1,5,4,8746,28739,2,12,4,2,80,1,4,4,5,3,3,6
No,Travel_Rarely,46-50,Current Employees,HR,Medical,E0706,706,Female,Sales Executive,Divorced,Yes,Yes,1,34,Yes,1436,22,5,1,3,25,2,3,1,5112,25902,3,7,2,4,80,1,13,4,5,3,4,5
No,Travel_Rarely,36-40,Current Employees,HR,Medical,E0707,707,Male,Research Scientist,Divorced,No,Yes,1,41,No,1351,6,1,1,3,35,4,4,1,7923,24916,4,9,2,2,80,1,10,4,6,4,5,8
Yes,Travel_Rarely,36-40,Current Employees,R&D,Life Sciences,E0708,708,Female,Research Scientist,Single,Yes,Yes,1,41,Yes,1167,10,3,1,2,49,2,1,4,4548,21908,1,14,2,4,80,2,2,1,3,6,1,8
No,Travel_Rarely,36-40,Current Employees,R&D,Life Sciences,E0709,709,Male,Research Scientist,Divorced,No,Yes,3,26,Yes,1411,15,5,1,4,29,4,1,2,5997,23923,4,17,2,4,80,1,9,2,4,6,3,9
No,Travel_Frequently,46-50,Ex-Employees,Sales,Medical,E0710,710,Male,Sales Executive,Single,Yes,Yes,4,50,Yes,1416,7,5,1,1,31,3,4,4,8352,25292,3,17,2,4,80,1,8,1,2,2,5,2
No,Travel_Rarely,41-45,Ex-Employees,HR,Other,E0711,711,Male,Sales Executive,Married,Yes,Yes,3,45,Yes,1085,15,2,1,4,29,3,5,1,5500,28781,4,9,1,2,80,1,10,1,2,4,0,5
No,Travel_Rarely,41-45,Current Employees,HR,Medical,E0712,712,Male,Sales Executive,Single,Yes,Yes,3,47,No,1109,7,4,1,3,46,2,2,3,5096,24926,3,9,2,3,80,0,20,4,9,6,2,6
No,Travel_Frequently,41-45,Ex-Employees,Sales,Medical,E0713,713,Female,Research Scientist,Married,No,Yes,5,49,Yes,1036,11,4,1,2,26,4,1,2,7218,29972,2,20,3,3,80,2,17,1,5,9,4,7
Yes,Travel_Rarely,41-45,Current Employees,HR,Life Sciences,E0714,714,Male,HR Manager,Single,Yes,Yes,3,37,Yes,1129,18,1,1,1,42,3,4,4,6398,27409,4,17,2,2,80,2,20,1,4,2,5,1
Yes,Travel_Frequently,41-45,Current Employees,R&D,Other,E0715,715,Male,Sales Executive,Divorced,No,Yes,1,44,Yes,1487,14,3,1,2,28,3,5,1,7601,24789,1,19,1,1,80,2,15,2,8,8,2,10
No,Travel_Frequently,26-30,Current Employees,HR,Other,E0716,716,Female,HR Manager,Married,No,Yes,5,48,Yes,1003,24,2,1,1,21,2,3,3,7012,29496,1,10,1,1,80,0,5,1,6,4,2,3
No,Travel_Rarely,46-50,Ex-Employees,HR,Life Sciences,E0717,717,Female,Sales Executive,Married,No,Yes,1,28,No,1170,3,3,1,2,32,2,2,1,6277,28865,5,7,2,1,80,3,18,4,6,3,2,6
No,Travel_Rarely,36-40,Current Employees,R&D,Other,E0718,718,Female,Sales Executive,Divorced,No,Yes,5,34,Yes,1020,23,3,1,2,49,1,4,1,6704,25764,2,12,2,3,80,0,12,3,5,9,3,7
No,Travel_Frequently,41-45,Current Employees,R&D,Other,E0719,719,Female,Sales Executive,Single,No,Yes,5,45,Yes,1107,29,4,1,4,38,1,3,1,9777,21273,5,13,3,4,80,3,15,4,7,2,1,2
